Date,Ticker,Open,High,Low,Close,Adj Close,Volume,MarketCap,PE_Ratio,EPS,DividendYield,Sector,Industry,52W_High,52W_Low,Beta,InstitutionOwnership,FloatShares
31-03-2024 00:00,TCS,2829.7,2877.52,2802.99,2868.32,2873.09,2257098,77249729243,12.42,137.7,2.64,Technology,IT Services,2951.39,2663.27,0.84,77.32,15989518
01-04-2024 00:00,TCS,115.75,135.64,98.44,125.05,123.82,1044353,159138000000,22.07,59.51,2.95,Technology,IT Services,201.56,7.27,0.8,34.02,152483596
02-04-2024 00:00,TCS,1233.9,1252.54,1206.13,1223.05,1226.07,3509413,91807047290,20.72,112.42,1.49,Technology,IT Services,1428.37,1083.74,1.24,60.55,495398344
03-04-2024 00:00,TCS,1453.77,1463.79,1430.02,1445.03,1444.38,1151341,34982883741,30.26,60.88,0.18,Technology,IT Services,1625.22,1280.55,0.68,52.66,491391905
04-04-2024 00:00,TCS,1927.15,1968.69,1925.07,1946.71,1950.41,4599522,54174769202,35.11,34.26,0.19,Technology,IT Services,2076.54,1817.23,1.27,49.39,217031474
05-04-2024 00:00,TCS,3227.51,3239.65,3175.13,3177.83,3174.64,3930371,102314000000,40.51,82.03,0.13,Technology,IT Services,3274.49,3010.47,1.22,82.28,176932463
06-04-2024 00:00,TCS,1277.58,1291.59,1259.55,1289.54,1294.02,1923980,30343329568,38.61,47.22,3.7,Technology,IT Services,1342.45,1112.34,0.83,50.62,9179146
07-04-2024 00:00,TCS,1279.64,1303.15,1254.96,1265.19,1262.38,2066849,122719000000,26.24,107.43,1.59,Technology,IT Services,1437.83,1128.1,0.83,25.27,19941643
08-04-2024 00:00,TCS,2607.5,2645.49,2579.98,2636.92,2635.18,1821742,113584000000,11.75,40.57,3.98,Technology,IT Services,2728.65,2541.33,1.17,86.26,199647352
09-04-2024 00:00,TCS,1637.54,1650.52,1584.64,1596.84,1599.4,4967920,143226000000,46.31,102.17,2.16,Technology,IT Services,1819.45,1415.81,1.29,84.44,399813408
10-04-2024 00:00,TCS,863.66,893.04,859.36,872.48,871.42,4660351,187603000000,33.74,32.32,2.26,Technology,IT Services,1083.53,671.54,1.39,67.91,299690401
11-04-2024 00:00,TCS,1638.29,1648.26,1614.95,1636.39,1637.47,4813094,182539000000,27.92,134.52,2.56,Technology,IT Services,1811.33,1578.93,1.37,52.75,136707898
12-04-2024 00:00,TCS,578.91,594.84,570.11,593.14,592.59,3395453,189269000000,62.02,151.03,3.57,Technology,IT Services,676.57,467.34,1.47,26.5,329180961
13-04-2024 00:00,TCS,699.72,710.94,640.45,656.21,658.63,3725613,49698403808,54.8,22.97,1.37,Technology,IT Services,870.79,581.26,1.12,75.35,375604761
14-04-2024 00:00,TCS,1794.45,1830.78,1773.52,1802.45,1799.73,2236491,27181496021,61.47,94.09,0.61,Technology,IT Services,1907.55,1620.16,1.42,25.28,392670205
15-04-2024 00:00,TCS,1524.35,1549.75,1497.34,1530.5,1526.08,3664701,61153063399,39.7,15.1,2.78,Technology,IT Services,1591.5,1350.23,1.33,24.8,232252626
16-04-2024 00:00,TCS,3210.48,3236.69,3186.71,3216.55,3214.55,404543,179122000000,17.86,120.04,1.63,Technology,IT Services,3253.03,3149.94,1.41,57.62,393983401
17-04-2024 00:00,TCS,1332.14,1361.46,1311.85,1342.49,1342.23,4076173,194439000000,51.77,53.62,2.21,Technology,IT Services,1444.75,1135.21,0.61,31.21,483427890
18-04-2024 00:00,TCS,2074,2097.62,2053.61,2091.65,2088.33,3212261,172006000000,22.36,106,3.23,Technology,IT Services,2279.3,2009.23,1.47,20.54,404911369
19-04-2024 00:00,TCS,2249.7,2292.75,2221.32,2280.2,2278.75,1556498,22893526504,36.47,103.97,2.47,Technology,IT Services,2348.16,2059.84,1.03,49.62,363621103
20-04-2024 00:00,TCS,144.52,167.05,112.63,121.5,120.5,3797925,189538000000,13.9,184.95,3.1,Technology,IT Services,216.29,15.8,1.32,29.61,220211628
21-04-2024 00:00,TCS,2356.03,2391.57,2356,2388.53,2384.1,4268986,85248247443,59.52,110.27,2.72,Technology,IT Services,2585.84,2283.63,0.71,31.24,190527695
22-04-2024 00:00,TCS,705.32,713.66,696.99,705.15,705.98,4813297,2852747862,17.56,117.02,3.7,Technology,IT Services,728.41,656.92,0.96,25.38,63168031
23-04-2024 00:00,TCS,3367.64,3375.93,3318.81,3325.35,3329.19,3191287,89036354409,64.19,80.93,3.53,Technology,IT Services,3535.23,3276.96,0.84,34.36,154379409
24-04-2024 00:00,TCS,605.45,618.41,541.45,561.31,557.83,812932,10167764765,61.85,189.87,2.67,Technology,IT Services,689.47,405.69,0.86,70.08,365799511
25-04-2024 00:00,TCS,1509.72,1539.13,1474.13,1493.14,1494.12,1081271,109232000000,37.87,155.66,3.39,Technology,IT Services,1556.25,1359.55,0.71,76.62,349387495
26-04-2024 00:00,TCS,390.19,420.71,372.39,418.68,420.33,1092206,68372251460,54.66,57.8,4.37,Technology,IT Services,605.09,339.19,1.33,51.68,146172119
27-04-2024 00:00,TCS,3489.37,3525.7,3488.88,3510.14,3509.33,2338154,95213551785,47.17,169,2.16,Technology,IT Services,3562.23,3457.47,0.61,55.46,24214225
28-04-2024 00:00,TCS,1807.46,1841.7,1785.6,1836.32,1838.33,103285,123021000000,58.18,87.05,2.06,Technology,IT Services,1956.54,1761.86,0.88,22.29,261945214
29-04-2024 00:00,TCS,2124.31,2155.16,2114.6,2126.04,2125.15,2757303,173891000000,35.91,165.9,3.82,Technology,IT Services,2217.23,1963.28,0.76,24.85,60395980
30-04-2024 00:00,TCS,328.06,331.46,302.13,322.08,322.13,3133361,132718000000,57.15,164.75,2.91,Technology,IT Services,353.85,156.87,1.13,38.03,240923384
01-05-2024 00:00,TCS,2649.87,2661.98,2597.92,2614.62,2609.69,1804491,87375724827,37.75,38.59,0.36,Technology,IT Services,2681.47,2576.82,0.83,58.07,438362330
02-05-2024 00:00,TCS,813.68,835.82,786.22,796.5,798.42,1481688,164066000000,66.46,140.53,4.46,Technology,IT Services,867.78,669.77,0.83,71.77,226563782
03-05-2024 00:00,TCS,3153.38,3174.52,3142.74,3146.78,3148.39,1202491,181211000000,39.18,58.84,0.15,Technology,IT Services,3198.08,3116.65,1.04,62.35,483015963
04-05-2024 00:00,TCS,797.47,810.15,753.5,756.33,751.71,765979,24832233320,37.76,60.2,3.74,Technology,IT Services,964.66,571.79,1.19,47.45,273566900
05-05-2024 00:00,TCS,748.34,758.74,695.45,720.4,719.08,884278,106855000000,57.1,59.97,3.79,Technology,IT Services,861,513.1,0.71,28.28,397671126
06-05-2024 00:00,TCS,224.27,246.02,196.72,234.09,238.88,607553,57617879989,59.29,145.39,4.77,Technology,IT Services,321.17,54.06,0.76,74.65,475942167
07-05-2024 00:00,TCS,1705.03,1736.53,1685.54,1728.6,1727.81,1076778,10365178378,43.27,46.74,0.27,Technology,IT Services,1826.02,1499.56,0.82,45.47,139971928
08-05-2024 00:00,TCS,2020.46,2076.45,2017.36,2070.29,2070.31,4184457,134041000000,20.79,1.18,2.98,Technology,IT Services,2262.95,1853.18,1.48,71.52,86410001
09-05-2024 00:00,TCS,323.41,381.21,311.35,366.72,370.82,2570562,172691000000,38.07,143.33,2.14,Technology,IT Services,564.25,143.93,0.96,55.91,303079301
10-05-2024 00:00,TCS,2736.79,2759.11,2714.92,2751.05,2753.22,2638076,33417628241,68.08,35.07,1.65,Technology,IT Services,2905.09,2596.68,1.14,71.71,441887176
11-05-2024 00:00,TCS,1641.18,1649.8,1609.91,1633.3,1634.12,3898057,162670000000,55.18,21.79,0.45,Technology,IT Services,1827.89,1541.76,0.82,83.51,453443697
12-05-2024 00:00,TCS,1882.93,1916.25,1879.38,1896.55,1899.53,3298747,170826000000,58.67,48.27,2.81,Technology,IT Services,1986.98,1828,1.04,84.47,253324112
13-05-2024 00:00,TCS,1598.59,1656.22,1598.59,1627.16,1630.8,4825965,182954000000,11.97,76.6,2.4,Technology,IT Services,1738.63,1526.42,0.67,57.46,164203211
14-05-2024 00:00,TCS,1462.59,1480.7,1403.06,1424.42,1423.99,2002871,53791732728,38.07,95.71,0.52,Technology,IT Services,1607.31,1273.65,0.63,55.81,199398082
15-05-2024 00:00,TCS,2002.78,2005.09,1983.07,1993.77,1993.52,722215,180887000000,48.8,9.87,3.06,Technology,IT Services,2133.58,1940.27,1.02,38.6,344884858
16-05-2024 00:00,TCS,627.82,664.07,620.19,661.8,660.66,1911049,64811888193,59.8,194.14,3.69,Technology,IT Services,765.59,561.05,0.96,85.51,333958948
17-05-2024 00:00,TCS,718.56,747.1,706.55,706.94,711.61,446229,110915000000,12.96,143.5,3.84,Technology,IT Services,833.22,607.62,0.72,52.05,374655718
18-05-2024 00:00,TCS,3030.07,3046.18,3013.86,3037.26,3039.23,1266572,11050986696,61.15,65.32,4.53,Technology,IT Services,3243.55,2959.58,1.22,28.93,229603817
19-05-2024 00:00,TCS,3316.79,3328.33,3291.26,3325.57,3321.4,4857812,9732336585,42.9,64.42,2.05,Technology,IT Services,3494.34,3169.42,1.49,50.29,259449298
20-05-2024 00:00,TCS,1369.25,1387.22,1308.97,1337.7,1341.33,2589799,144354000000,21.84,90.26,4.77,Technology,IT Services,1479.87,1123.57,0.96,28.89,135354712
21-05-2024 00:00,TCS,1020.53,1039.24,989.78,1006.75,1006.56,4826234,89451515618,29.04,125.62,4.33,Technology,IT Services,1187.43,837.64,1.16,55.18,228532185
22-05-2024 00:00,TCS,2289.6,2309.06,2257.62,2273.05,2268.74,179971,52002182698,26.92,30.13,1.48,Technology,IT Services,2370.28,2121,1.47,59.29,101793659
23-05-2024 00:00,TCS,1489.7,1497.72,1439.77,1442.32,1442.82,1973200,38892285709,41.85,38.6,0.8,Technology,IT Services,1526.75,1319.05,1.35,43.64,398164035
24-05-2024 00:00,TCS,186.31,186.76,122.26,138.73,137.9,1666049,134321000000,13.1,172.03,2.18,Technology,IT Services,263.72,19.55,1.02,25.02,222931113
25-05-2024 00:00,TCS,630.92,693.04,619.52,664.09,667.87,4691901,1079907261,19.51,51.99,2.01,Technology,IT Services,779.6,574.07,1.26,86.05,238884049
26-05-2024 00:00,TCS,2534.31,2541.84,2493.41,2511.62,2508.66,2949095,161372000000,58.76,76.66,2.88,Technology,IT Services,2554.98,2313.42,0.72,74.13,495409410
27-05-2024 00:00,TCS,2340.34,2362.43,2328.68,2342.15,2345.41,1415502,16770671620,17.96,174.38,2.92,Technology,IT Services,2527.24,2271.46,1.06,78.72,456092436
28-05-2024 00:00,TCS,192.13,213.33,164.79,172,172.58,4480088,39106433367,24,132.97,3.75,Technology,IT Services,291.58,137.44,0.85,45.68,395670530
29-05-2024 00:00,TCS,854.71,917.08,851.86,898.78,894.33,1299110,77861042665,37.2,69,2.55,Technology,IT Services,1037.36,699.36,0.75,73.26,379443396
30-05-2024 00:00,TCS,885.65,895.04,852.13,861.58,866.3,946462,97486889204,41.03,137.06,0.52,Technology,IT Services,919.09,808.76,0.98,53.98,431301007
31-05-2024 00:00,TCS,2384.44,2392.57,2374.51,2377.41,2377.54,823879,71644028047,55.82,4.92,4.29,Technology,IT Services,2435.82,2293.85,0.72,34.08,318066099
01-06-2024 00:00,TCS,167.02,222.22,161.71,204.29,202.2,4088571,64821720832,36.84,147.39,1.55,Technology,IT Services,401.26,146.34,1.23,28.71,401178668
02-06-2024 00:00,TCS,453.97,514.14,424.35,488.16,487.85,3432006,192819000000,57.39,97.92,4.86,Technology,IT Services,639.79,388.31,1.01,44.15,467493866
03-06-2024 00:00,TCS,2819.71,2848.11,2775,2788.32,2791.9,1719814,128674000000,47.1,162.82,0.59,Technology,IT Services,3038.66,2732.09,1.08,29.63,373655193
04-06-2024 00:00,TCS,707.05,740.49,691.09,737.31,735.36,1544315,5663158118,16.79,190.97,4.79,Technology,IT Services,940.25,670.75,0.73,89.88,5753996
05-06-2024 00:00,TCS,2319.34,2323.98,2288.95,2315.16,2312.09,1602718,86605005780,19.38,185.23,0.46,Technology,IT Services,2404.63,2154.19,0.73,23.44,38198907
06-06-2024 00:00,TCS,909.82,938.16,878.25,908.12,904.41,2928340,175127000000,36.22,181.94,1.16,Technology,IT Services,1004.93,709.22,1.13,50.88,466496855
07-06-2024 00:00,TCS,438.1,460.2,383.97,401.45,399.43,1294737,60989781096,33.81,102.92,0.23,Technology,IT Services,633.29,303.04,1.49,51.65,229637723
08-06-2024 00:00,TCS,926.79,953.28,860.48,884.85,887.65,3643525,19816712610,54.61,72.67,3.53,Technology,IT Services,1153.02,684.31,0.69,41.04,28658915
09-06-2024 00:00,TCS,2555.71,2584.58,2545.9,2578.5,2578.22,498825,151919000000,44.84,93.54,4.25,Technology,IT Services,2714.21,2495.36,0.86,59.99,385852888
10-06-2024 00:00,TCS,3009.37,3027,2999.85,3009.02,3006.29,1985190,121597000000,33.29,138.29,2.17,Technology,IT Services,3188.08,2928.03,1.38,30.5,484592981
11-06-2024 00:00,TCS,2922.75,2943.78,2904.36,2916.44,2913.1,4795781,114492000000,20.25,176.92,4.64,Technology,IT Services,3102.31,2865.72,0.67,74.87,441229636
12-06-2024 00:00,TCS,1450.42,1493.77,1430.24,1473.37,1471.7,330596,11661735362,23.61,42.19,2.95,Technology,IT Services,1571.28,1302.33,1.39,43.27,481206258
13-06-2024 00:00,TCS,2371.49,2410.28,2351.02,2398.04,2402.44,2979198,28959302949,44.53,183.72,3.15,Technology,IT Services,2529.39,2261.24,1.07,61.39,228124740
14-06-2024 00:00,TCS,796.95,797.41,753.38,762.84,761.27,4222990,124887000000,35.41,163.22,4.23,Technology,IT Services,965.69,626.86,0.97,70.09,298437908
15-06-2024 00:00,TCS,1096.7,1125.21,1092.7,1107.72,1112.6,4205810,42356944450,40.9,195.79,1.48,Technology,IT Services,1265.95,937.98,0.88,82.23,138997293
16-06-2024 00:00,TCS,3147.54,3155.13,3092.11,3111.08,3110.93,2842651,101310000000,20.24,176.17,1.77,Technology,IT Services,3169.15,2978.43,0.87,78.51,477478014
17-06-2024 00:00,TCS,144.21,182.86,140.36,169.35,166.14,1533482,109431000000,49.77,56.71,4.53,Technology,IT Services,256.83,11.11,0.88,62.58,112417787
18-06-2024 00:00,TCS,390.73,435.16,373.38,406.43,410.34,394358,57417930864,61.15,22.09,4.5,Technology,IT Services,472.61,185.68,1.4,47.19,15400731
19-06-2024 00:00,TCS,806.81,864.44,786.01,852.47,852.07,2973798,189737000000,25.48,23.34,4.88,Technology,IT Services,918.7,719.19,1.25,55.22,281327107
20-06-2024 00:00,TCS,190.21,215.4,126.09,147.11,149.21,4821005,168650000000,39.49,58.95,4.51,Technology,IT Services,397.44,47.85,1.2,73.81,36708043
21-06-2024 00:00,TCS,716.88,722.54,649.99,672.59,677.43,1682369,144752000000,68.53,123.22,0.64,Technology,IT Services,739.55,503.63,1.32,81.43,413143173
22-06-2024 00:00,TCS,2082.34,2102.51,2034.37,2060.56,2056.06,3086386,16520779415,29.99,161.06,4.12,Technology,IT Services,2154.27,1908.22,0.83,27.26,174718962
23-06-2024 00:00,TCS,1532.84,1562.15,1494.01,1509.01,1504.98,1281753,22119873842,45.7,179.95,2.05,Technology,IT Services,1630.97,1450.09,1.16,46.94,363209801
24-06-2024 00:00,TCS,3135.08,3138.14,3087.87,3109.78,3111.98,1347752,99063487827,15.41,125.13,4.95,Technology,IT Services,3265.35,3006.4,1.01,74.33,128978208
25-06-2024 00:00,TCS,2879.31,2920.19,2860.73,2919.94,2917.76,4684751,32981956489,46.36,2.12,2.36,Technology,IT Services,3031.67,2761.84,1.3,50.22,11317558
26-06-2024 00:00,TCS,1262.18,1275.19,1231.53,1237.13,1233.97,4795154,195675000000,15.38,38.08,2.77,Technology,IT Services,1326.66,1141.85,0.88,43.26,105113366
27-06-2024 00:00,TCS,982.04,984.82,958.46,959.23,954.62,3414479,32545526571,67.55,20.85,2.65,Technology,IT Services,1026.03,914.59,1.18,48.79,367759071
28-06-2024 00:00,TCS,1390.95,1439.34,1382.41,1416.89,1412.11,216908,98006099257,52.94,73.3,1.61,Technology,IT Services,1494.33,1196.77,1.39,62.2,176870459
29-06-2024 00:00,TCS,2107,2134.44,2088.68,2101.97,2104.71,2443145,73460090311,57.29,100.77,0.38,Technology,IT Services,2239.92,1933.84,0.96,89.99,233333519
30-06-2024 00:00,TCS,1011.42,1052.11,992.91,1039.09,1035.43,3475896,128238000000,52.25,9.64,4.48,Technology,IT Services,1113.63,891.45,0.66,54.51,164549795
01-07-2024 00:00,TCS,2222.11,2229.87,2153.15,2178.65,2178.33,951563,26678245369,45.38,70.35,4.01,Technology,IT Services,2419.91,2013.94,1.06,34.59,96445128
02-07-2024 00:00,TCS,1492,1505.03,1484.87,1490.76,1491.82,950712,86632969180,36.99,36.66,0.7,Technology,IT Services,1603.16,1304.39,0.91,31.4,341994459
03-07-2024 00:00,TCS,1976.96,1998.66,1926.55,1930.32,1929.6,4047922,55666301529,61.5,129.77,3.88,Technology,IT Services,2019.83,1890.68,1.21,22.96,165677361
04-07-2024 00:00,TCS,1582.83,1583.1,1510.2,1539.1,1534.37,741142,177663000000,67.41,93.39,3.13,Technology,IT Services,1731.66,1452.63,1.46,59.12,175515870
05-07-2024 00:00,TCS,1101.18,1159.5,1097.94,1141.82,1144.66,337902,9076556715,39.94,99.57,2.05,Technology,IT Services,1231.98,984.83,1.04,58.12,174948176
06-07-2024 00:00,TCS,3324.74,3343.14,3274.31,3288.66,3283.77,2260231,182832000000,65.89,86.11,1.27,Technology,IT Services,3477.3,3112.5,1.02,34.37,276225870
07-07-2024 00:00,TCS,2696.26,2718.63,2678.69,2699.5,2702.12,1694441,166766000000,45,191.25,4.3,Technology,IT Services,2781.75,2661.8,1.19,68.67,332528530
08-07-2024 00:00,TCS,576.38,583.64,551.25,567.49,571.42,4604562,60216572572,42.3,43.73,3.5,Technology,IT Services,702.08,354.29,0.69,71.88,254958918
09-07-2024 00:00,TCS,3052.79,3074.21,3034.94,3037.52,3036.85,582450,158069000000,37.27,103.82,2.74,Technology,IT Services,3230.92,2938.51,0.83,38.14,440782840
10-07-2024 00:00,TCS,1757.27,1799.99,1755.56,1797.25,1797.61,1998238,7211498507,22.56,147.47,3.05,Technology,IT Services,1986.31,1677.31,1.43,44.09,303834609
11-07-2024 00:00,TCS,3141.48,3147.46,3090.5,3093.66,3093.43,1619598,193406000000,10.22,111.81,0.46,Technology,IT Services,3207.07,3024.88,1.2,89.33,65488933
12-07-2024 00:00,TCS,2819.51,2862.21,2801.94,2835.89,2834.78,2309485,105792000000,24.49,185.88,2.37,Technology,IT Services,2935.83,2758.81,0.61,46.2,301980146
13-07-2024 00:00,TCS,1545.73,1614.23,1529.4,1592.07,1595.94,2759232,61352924187,40.58,76.22,0.97,Technology,IT Services,1712.44,1369,0.78,73.26,93995860
14-07-2024 00:00,TCS,176.4,182.83,169.39,182.42,186.36,145807,73154059306,32.8,93.27,1.04,Technology,IT Services,368.99,-22.14,1.21,51.69,79080683
15-07-2024 00:00,TCS,1013.5,1064.63,994.37,1057.18,1055.54,1535986,14214665339,36.91,18.62,3.31,Technology,IT Services,1245.89,905.78,1.29,75.53,113747512
16-07-2024 00:00,TCS,1941.56,1947.99,1872.19,1896.79,1897.94,760501,197881000000,68.84,122.19,4.56,Technology,IT Services,1975.07,1681.23,1.36,73.83,112296066
17-07-2024 00:00,TCS,2253.83,2261.95,2244.46,2245.71,2249.98,1658274,8819097085,31.02,58.35,2.02,Technology,IT Services,2297.02,2077.94,0.86,66.74,160782432
18-07-2024 00:00,TCS,976.82,984.25,937.9,952.84,957.46,4922884,131327000000,37.13,32.9,1.04,Technology,IT Services,1088.4,836.5,1.44,79.83,481714596
19-07-2024 00:00,TCS,573.81,598.77,553.13,596.89,596.98,747272,89104449614,18.01,109.36,3.24,Technology,IT Services,629.03,415.07,1.1,85.75,81060576
20-07-2024 00:00,TCS,2938.76,3000.66,2931.19,2986.89,2986.42,4832369,189834000000,12.88,106.93,4.36,Technology,IT Services,3076.32,2838.54,1.23,60.6,104397351
21-07-2024 00:00,TCS,3446.97,3468.95,3413.39,3422.62,3420.41,3284074,49953948321,56.52,16.1,3.74,Technology,IT Services,3507.14,3297.23,1.14,36.62,374589510
22-07-2024 00:00,TCS,1887.35,1920.97,1868.94,1902.77,1907.36,3038287,106885000000,44.24,139.94,4.34,Technology,IT Services,2051.82,1847.91,0.71,47.9,494586254
23-07-2024 00:00,TCS,683.71,703.9,626.58,653.52,649.95,3864993,96988885508,55.64,125.13,2.68,Technology,IT Services,894.3,484.29,1.47,73.08,319344458
24-07-2024 00:00,TCS,1025.84,1034.8,1001.54,1032.37,1033.17,409963,140870000000,18.99,38.61,3.76,Technology,IT Services,1234.18,981.5,0.71,65.56,447620209
25-07-2024 00:00,TCS,162.53,191.07,141.43,158.92,156.75,4191701,14534036159,44.31,94.42,0.7,Technology,IT Services,272.37,-23.82,0.83,32.45,328824333
26-07-2024 00:00,TCS,3208.62,3280.97,3186.71,3255.82,3253.61,1283493,39564036875,25.22,144.34,1.74,Technology,IT Services,3404.78,3019.97,1.33,23.59,8695962
27-07-2024 00:00,TCS,500.35,535.35,489.41,511.2,510.25,4841882,43698399198,23.68,106.36,1.95,Technology,IT Services,708.04,434.37,1.16,67.81,181044968
28-07-2024 00:00,TCS,2060.16,2084.85,2025.88,2045.11,2050.1,1523271,147892000000,10.69,79.7,2.56,Technology,IT Services,2117.17,1954.38,1.35,37.58,87655588
29-07-2024 00:00,TCS,1031.79,1059.77,979.21,993.2,988.75,4718219,38638600569,17.82,65.15,4.65,Technology,IT Services,1200.79,877.76,1.06,54.98,410170390
30-07-2024 00:00,TCS,1984.21,2000.54,1943.63,1949.33,1950.12,1807229,115125000000,28.56,122.47,4.37,Technology,IT Services,2088.22,1820.26,0.94,72.27,465053475
31-07-2024 00:00,TCS,2314.83,2320.84,2266.31,2287.36,2283.19,4150177,43833520280,17.01,187.88,0.67,Technology,IT Services,2370.01,2201.71,1.43,59.39,246114443
01-08-2024 00:00,TCS,2921.12,2939.62,2879.53,2896.22,2892.77,2840936,172463000000,69.15,134.68,0.86,Technology,IT Services,3026.14,2756.96,0.63,25.83,475966624
02-08-2024 00:00,TCS,801.83,859.18,791.07,836.89,836.29,1651726,188495000000,28.52,15.87,1.79,Technology,IT Services,883.61,724.49,1.37,32.99,6386813
03-08-2024 00:00,TCS,137.39,165.65,110.05,143.51,143.61,2606976,104180000000,17.82,92.68,1.45,Technology,IT Services,307.78,89.51,0.81,35.35,459667543
04-08-2024 00:00,TCS,565.41,583.39,564.78,567.75,565.34,4491649,71109467958,21.94,178.27,3.07,Technology,IT Services,641.41,554.3,1.36,38.05,219917772
05-08-2024 00:00,TCS,3160.06,3162.11,3112.07,3121.54,3119.7,3000203,47577497228,45.26,19.8,4.51,Technology,IT Services,3231.28,3082.85,0.73,59.58,180746720
06-08-2024 00:00,TCS,3071.23,3118.37,3069.52,3107.24,3103.11,1750870,10906419303,13.84,197.79,4.81,Technology,IT Services,3151.38,2908.99,1.12,55.28,471335714
07-08-2024 00:00,TCS,2131.2,2181.1,2108.2,2153.48,2151.51,3720597,54431515163,61.75,189.86,3.27,Technology,IT Services,2355.39,1915.53,1.4,34.22,418159669
08-08-2024 00:00,TCS,2141.76,2159.29,2077.47,2098.53,2103.2,908062,131193000000,67.69,16.58,4.19,Technology,IT Services,2263.04,1986.35,1.03,24.73,493966567
09-08-2024 00:00,TCS,2361.12,2398.05,2351.18,2381.9,2386.35,3089159,107190000000,24.8,186.75,2.63,Technology,IT Services,2516.76,2243.77,1.27,32,396961623
10-08-2024 00:00,TCS,696.26,708.68,675.99,700.61,698.96,4934028,188864000000,37.01,73.26,1.04,Technology,IT Services,826.87,638.09,1.32,88.91,16351281
11-08-2024 00:00,TCS,3209,3220.05,3155.29,3167.17,3167.88,767538,79859175236,11.33,169.1,2.62,Technology,IT Services,3308.04,3040.59,1.26,52.8,311320248
12-08-2024 00:00,TCS,1523.82,1550.68,1496.96,1519.65,1523.75,4707455,139079000000,48.44,84.26,2.78,Technology,IT Services,1597.26,1459.48,1.43,80.71,300662735
13-08-2024 00:00,TCS,1402.67,1422.66,1387.51,1401.14,1396.2,2113338,98375226748,34.84,88.73,3.71,Technology,IT Services,1574.24,1261.38,1,79.41,290816371
14-08-2024 00:00,TCS,1864.32,1887.94,1818.53,1830.9,1834.01,3178378,103003000000,26.2,127.21,1.1,Technology,IT Services,1922.08,1631.21,0.76,55.81,73625534
15-08-2024 00:00,TCS,259.68,317.88,231.64,304.25,308.73,4972691,54287088606,22.41,155.12,1.84,Technology,IT Services,347.62,184.46,0.64,69.47,190551101
16-08-2024 00:00,TCS,665.36,719.27,657.83,700.36,696.27,2162624,91535204592,49.24,7.72,1.82,Technology,IT Services,864.2,502.56,0.82,33.49,83192175
17-08-2024 00:00,TCS,2609.31,2633.66,2605.7,2626.21,2622.82,4745373,94686214406,34.97,119.04,4.8,Technology,IT Services,2683.34,2591.23,0.73,68.19,138782561
18-08-2024 00:00,TCS,381.52,402.68,360.21,377.75,382.36,2047175,141622000000,20.78,38.16,2.22,Technology,IT Services,470.97,278.87,1.1,39.07,375154150
19-08-2024 00:00,TCS,2150.72,2163.55,2112.82,2141.9,2142.28,4361663,188187000000,51.35,69.84,3.78,Technology,IT Services,2263.84,2081.78,0.77,78.24,238401370
20-08-2024 00:00,TCS,934.19,962.57,922.85,949.29,944.43,2400612,66534934219,43.9,70.25,3.75,Technology,IT Services,1057.95,845.88,0.64,25.86,261083657
21-08-2024 00:00,TCS,1423.61,1447.63,1421.75,1428.15,1425.73,4110768,9397893248,61.52,94.34,1.33,Technology,IT Services,1592.26,1378.78,0.63,74.12,73058835
22-08-2024 00:00,TCS,1081.56,1109.65,1027.61,1037.79,1037.29,2142749,99762729975,17.05,67.49,2.86,Technology,IT Services,1238.1,946.68,1.35,27,258326682
23-08-2024 00:00,TCS,1309.29,1312.46,1294.11,1310.54,1312.47,1425831,109348000000,57.14,22.36,4.47,Technology,IT Services,1444.9,1204.78,1.13,81.68,120182440
24-08-2024 00:00,TCS,2544.76,2600.14,2539.9,2575.4,2577.73,4580609,34519669675,50.41,29.98,2.38,Technology,IT Services,2745.81,2472.79,0.92,41.29,313034581
25-08-2024 00:00,TCS,1110.21,1118.98,1086.39,1106.13,1111.08,1005352,152332000000,16.9,7.65,4.73,Technology,IT Services,1184.58,951.63,1.4,65.81,111195869
26-08-2024 00:00,TCS,2025.78,2039.1,1951.05,1980.98,1978.86,991255,197001000000,51.69,94.58,1.07,Technology,IT Services,2110.34,1766.47,0.66,54.13,298339440
27-08-2024 00:00,TCS,1718.57,1747.86,1705.02,1747.2,1747.58,2060022,189209000000,36.49,190.94,0.37,Technology,IT Services,1841.08,1618.91,1.48,45.64,116404904
28-08-2024 00:00,TCS,2356.48,2365.51,2315.98,2326.62,2326.95,3376194,40224101726,66.7,24.02,4.46,Technology,IT Services,2433.93,2269.43,1.15,65.18,155484456
29-08-2024 00:00,TCS,3285.22,3300.3,3249.06,3261.08,3260.14,2378598,175197000000,18.5,189.31,4.24,Technology,IT Services,3497.44,3187.62,0.77,86.33,271456439
30-08-2024 00:00,TCS,2590.75,2592.44,2553.77,2557.22,2553.91,4711534,141194000000,48.57,146.94,4.96,Technology,IT Services,2757.11,2381.51,1.21,22.89,493452358
31-08-2024 00:00,TCS,830.8,845.53,787.32,813.82,818.59,1981397,91315466198,32.92,127.86,3.4,Technology,IT Services,886.81,668.71,1.29,84.32,237192170
01-09-2024 00:00,TCS,206.02,259.51,193.58,231.7,235.23,4011251,108582000000,67.41,129.41,4.68,Technology,IT Services,270.57,97.13,0.99,62.64,224635047
